hitRate,misses,falseAlarmRate,reactionTime,mood,dembo,anxiety,label
68.72700594236812,14.260714596148743,58.559515344912406,639.1280147280738,1.624074561769746,32.47956162689621,1.5227525095137953,2
93.30880728874675,9.016725176148132,56.645806223683635,263.3799212922716,4.879639408647977,86.59541126403374,2.9110519961044856,1
59.09124836035503,2.7510676478015075,24.339379436763018,591.0916805609546,2.727780074568463,43.298331215843355,6.506676052501415,1
56.97469303260209,4.3821697280282725,29.308947463495336,546.4454897410733,4.140703845572054,35.97390257266878,5.628109945722504,1
79.62072844310212,0.6967561907999659,48.603588152115066,360.8406803967395,1.260206371941118,95.91084298026666,9.690688297671034,2
90.41986740582306,4.56920653760056,7.81376912051071,694.751467232902,2.760609974958405,29.763058787582306,5.456592191001432,1
51.71942605576092,13.639806031181731,20.702398528001353,680.6394848300883,2.246844304357644,61.605441694224865,5.920392514089517,2
59.24272277627635,14.543769416468379,62.010625868889164,860.674312016723,4.579309401710596,67.83199830488681,9.296868115208051,2
54.424625102595975,2.939742936287178,3.6181831128430453,461.4647149961218,2.554709158757928,41.70792254191167,8.458637582367365,1
67.83766633467947,4.214017645310712,43.41568665265988,341.6007462335957,4.208787923016159,25.964051494381664,9.881982429404655,2
88.61223846483287,2.9807352230125863,0.44176936988819193,780.0499284956422,3.8274293753904685,78.32057344327899,7.941433120173512,1
53.70223258670452,5.376985928164089,9.269524762010377,811.0172268191358,3.4931925073102317,46.471841988211935,1.5720251525742128,1
65.54911608578311,4.877749830401205,58.36849426704512,664.4123563808885,4.548850970305306,57.777194012955945,2.0763482134447155,1
85.66223936114974,11.411775729253462,44.9021758055597,751.1286669704646,2.975182385457563,61.818626350559526,4.847869165226946,1
51.27095633720476,1.6183714048995668,2.51433485493874,663.6667673214572,2.2574239243053067,60.685655293176225,9.168098265334837,2
62.464611457443745,6.155743845534446,60.444091083443894,398.7188075695546,1.307919639315172,43.180116233101444,2.4509915852860398,2
96.48488261712865,12.121805693466253,50.67230052083388,816.4493836220165,4.214688307596457,34.925604710882865,9.0330309864098,2
76.96711209578254,12.111602327460938,71.68730399387945,456.7022587317115,1.440207698110707,38.234813003355335,4.843970097636307,2
90.90073829612466,12.910958748845152,0.5561704424952563,581.9857466754177,2.669644012595116,37.76862483765842,2.0787883060031453,1
66.8807585701814,14.143645558687787,25.85623456166042,587.213904133188,3.8120758355807114,49.09036819034352,9.746038744488645,2
98.12236474710556,3.7767344373804623,39.77988047139084,445.5709013809003,2.1393619775098704,22.950955788362624,6.486079005819072,1
75.13395116144308,0.7721812687498403,22.291717138928917,840.3728258783249,1.9582475626678897,31.591589767297847,5.405074842498067,1
99.28252270553003,3.630829072672506,53.77084379247029,745.0527499636664,1.9505501759695987,78.25730788894876,4.3100481944732785,1
81.61529152967897,9.50294566141342,42.86197472598068,308.6883505353654,4.341209982356952,45.66240519773886,2.678666593598688,1
52.0387570777382,8.863394147823627,54.2051489473826,260.7820888031065,3.048372233197124,38.11966201583503,6.806555113685048,2
58.718321450249576,10.364066071536989,30.938827704042993,858.8744926788775,1.550083776583973,47.285308084020684,2.021261691165302,2
96.23468091392814,13.160090300714716,20.63533021721245,678.9896299222164,4.268888800804863,64.416064927957,5.766855205204059,1
62.092614545022585,1.396541517088488,71.77726063626613,835.2717371561648,3.5324058290930718,47.122383283896056,4.142886171513948,2
86.29778394351197,13.456653899288657,70.96691394120938,756.9191048074556,3.568126584617151,26.731197199603905,2.454658426851524,2
94.92770942635397,9.09643589489385,0.7357641293303718,315.95650286292084,3.6540070764322232,20.404926707697495,2.4472724627574878,1
77.4366894683293,10.378427965390399,52.156900760208046,395.7750511493639,3.8487168853901434,38.97992699974401,3.9285972834334095,1
87.32457025590121,9.74449348570822,67.93787283953424,677.4483799952231,3.2732344133418865,27.493981426247398,4.309442227534902,2
63.26011838408627,3.659844650686254,77.84084438019565,505.5135210333942,4.568186220708453,70.49109007978103,8.153301731874835,1
75.1318546552596,8.653558269395386,39.401415505509114,376.9079420687289,3.8898084610460213,42.46178899526846,1.2188436978830846,1
82.27361479535838,2.6566601911057344,75.23668674823314,870.0535750516818,4.659457560881794,49.61269602043555,1.1391095487598069,1
96.41592812938626,6.422762224759715,77.33238552349357,876.3529851080143,4.41203782186944,43.55591136556686,4.465879557417328,1
92.55683357584284,4.753830077344165,13.559419734887399,611.9208205979276,4.744619096643124,75.68238373399784,6.1305505308042845,0
54.85882468853843,9.225108400487546,79.20430800834106,341.0546099037406,3.073318609454947,90.18984575423643,7.66691755978784,2
84.8507870497634,10.53726125980664,28.759292097580413,440.83469877192067,4.2374446219140545,84.80907157433447,8.803650867220934,1
95.66202762782356,7.670135982914067,40.12130357497597,768.8918663284038,3.5998557231110606,76.15735018061628,8.16213402492491,1
94.50026709087831,5.069927352773037,30.04663621119552,311.08826089656486,3.313120563984696,22.875381903739367,5.190382163192141,0
77.13223173537884,4.298118781924266,47.26666084552086,269.8251624603821,1.1493927549968577,85.80804485277267,4.241715772701366,1
56.35302563259424,7.833648900822066,61.59948424788887,390.28366787294806,3.491561903276001,26.82779719950144,1.4651354905174694,1
76.5677315784074,8.109526824151597,50.99439211985653,721.95936691973,4.903408317850138,61.30402786409562,3.9066082564712135,1
89.75930973843518,4.062483768931113,35.11771365645089,300.99664787247286,1.10140297366183,97.01187317423401,8.523821084609853,1
84.7987103046849,6.134294166214048,13.863545605667662,351.68407773620595,2.0009715926583813,63.938133176489636,7.431363304300561,1
83.00986883588656,4.199008454189142,76.38922245305552,729.6329958522495,3.2174162100456027,68.93765969874818,4.776400561850109,1
62.386549475057876,5.339590179768924,60.62768883714953,259.35576760934134,1.464290562027665,23.68021136174022,1.3665592208707311,2
92.77302920055035,10.554867890700356,37.93390632698602,313.592204423151,2.9664635004673294,57.87774166244525,2.5588168291901368,0
71.69258246189865,5.977571015960602,49.26800784417732,662.8108730639685,1.181216039088178,49.9690091701177,6.632739241428127,2
75.15681292900439,12.847347617824834,52.6954905295156,355.9073776029293,1.2822749896017194,71.39354225650524,1.2386017948745964,1
79.28877906367316,14.103453621374364,46.03793423007032,502.31045203423923,3.5731528737694127,56.660231239321334,5.910551103843415,1
97.07324043882626,5.791539567011614,76.89524510591313,838.4779172714415,1.7831645391571858,25.548904070013236,1.9070020123968399,2
50.91109128257749,1.4166444113389258,54.64054187330855,296.27262149914884,2.275902521175045,87.59002487755636,1.209447421622433,1
90.72342412944678,4.227821621600999,9.4531862097325,702.879157486698,3.515771387119536,90.19776108216423,7.615639394234972,1
90.17404651924244,4.2305185885695975,14.195163502377826,737.8995885665579,4.2273389570690565,99.24041136005387,4.713559092202838,0
68.60090428963916,11.646194411129953,27.264283220241428,854.9922616423171,4.433651007372047,54.319522190001464,7.757839610123476,2
87.72714370423412,1.5468580325389891,72.20423253436533,578.4140420911071,4.305829864430967,45.603968082448944,9.059709056465804,2
69.46008393670816,0.1625647722044754,72.4305581135411,309.3363399109868,2.2772545503616595,96.0049573640644,9.555464322438006,2
78.67189440616431,9.47755818254699,35.87564175826558,440.58700160374195,2.314658181479664,73.80147648616307,7.77137076493912,1
89.57895218629243,11.844272141918308,7.296488243895229,571.3731980566779,1.2302350400665771,63.96231058589884,4.973774512360393,1
94.38520913791498,5.26372518828118,9.365361314208469,342.9445933343433,4.046042526869889,69.45744506530089,1.9101040851051123,0
54.20534030574987,10.5145369718868,5.821040509135482,784.2090385387315,3.824968908625985,26.50790245135198,1.7635394267667273,2
99.33197892505876,5.6140619363418045,29.65137176535127,778.3197187173766,4.788994309535434,98.88008510582966,7.780403667330475,1
68.81297927654579,1.2525107504800315,62.17175327419494,612.9627623282734,2.696888036987905,92.50835080757888,2.000777340755362,1
74.63125521454296,0.17030467151128603,37.4928513595301,286.5971291931943,1.4752716650722877,29.40209974216839,6.842892719044572,1
87.30224396327117,8.750531476457395,76.97380387796335,493.66587669040763,2.142848345127443,89.48793025515683,3.0123625466750736,1
98.16112697203056,0.18231712034724512,77.59030613661112,278.05394276787445,4.564572454792284,62.21608872690399,9.936683165073703,2
53.68982823676994,8.307814266019811,77.54420284952792,590.0135987105967,3.51759455254105,75.65989511876937,5.090869582909959,1
81.37790400420317,8.764714678846504,72.09264083927911,279.5401472219476,2.1238527583689213,96.0329187261247,9.012374055018247,2
72.78283763928565,9.301988967023052,22.190494638490613,372.2787538204449,2.8547936197599286,48.268178242084225,6.252905006657849,1
53.88673184824924,14.615922114992497,78.89685955836823,703.8051141128344,3.1443854653764816,44.76220930290622,8.324155177362538,2
84.23655862769397,2.4392540901733692,72.8741747595074,784.6492079000599,4.799199653167696,78.0575606710688,6.520736763422109,1
70.91215181453094,13.990927250310198,69.28511116003267,279.39213556902314,1.105467897989008,50.117069350243966,8.294979977036496,2
99.36380646574722,2.2562533665529227,47.53045722817081,497.579056810164,4.879657591258413,87.36951385085669,8.54495834240024,1
73.43465798974852,6.222292535064978,21.8725657544565,286.64407282310265,4.458889505020213,85.03208073040621,9.997459059575176,1
